key,statute_code,law_section_code,law_section_desc,violation_type_code,violation_type,concat,count,top_level_epa_summary,top_level_usc,drilldown_epa_summary,drilldown_usc,drilldown_cfr,drilldown_fr,
EPCRA-312A-NORPTG,EPCRA,312A,Emerg. Plan. & Commun. Right To Know Act,NORPTG,Failure To Report Information As Required,EPCRA 312A Emerg. Plan. & Commun. Right To Know Act NORPTG Failure To Report Information As Required,37,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
CAA-211-VOL,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,VOL,Gasoline Volatility Limits,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels VOL Gasoline Volatility Limits,37,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
CWA-301-NODMR,CWA,301,NPDES Discharge without a Permit,NODMR,Failure To Submit DMR,CWA 301 NPDES Discharge without a Permit NODMR Failure To Submit DMR,36,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
EPCRA-304-RQ,EPCRA,304,Emergency Release Notification Section 313 Program,RQ,CERCLA Reportable Quantity Discharge Violation,EPCRA 304 Emergency Release Notification Section 313 Program RQ CERCLA Reportable Quantity Discharge Violation,36,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
CERCLA-122G4-EFF,CERCLA,122G4,Superfund,EFF,"Effluent Limit Violations,Not Otherwise Specified","CERCLA 122G4 Superfund EFF Effluent Limit Violations,Not Otherwise Specified",36,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
FIFRA-12A1E-1EK,FIFRA,12A1E,Adulterated/Misbranded,1EK,Misbranded - Labeling Incomplete,FIFRA 12A1E Adulterated/Misbranded 1EK Misbranded - Labeling Incomplete,36,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
FIFRA-2Q-FIFRA,FIFRA,2Q,"Fed. Insect, Fung & Rod Act",FIFRA,FIFRA,"FIFRA 2Q Fed. Insect, Fung & Rod Act FIFRA FIFRA",35,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
SDWA-1412-REP,SDWA,1412,Nat'l Drinking Water Compliance Schedule - Effective Date,REP,Violations Of Reporting Requirements,SDWA 1412 Nat'l Drinking Water Compliance Schedule - Effective Date REP Violations Of Reporting Requirements,35,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CWA-301-AOVIOL,CWA,301,NPDES Discharge without a Permit,AOVIOL,Violation Of A Previously Issued AO,CWA 301 NPDES Discharge without a Permit AOVIOL Violation Of A Previously Issued AO,34,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
TSCA-6-PCBS-DSP,TSCA,6-PCBS,PCBS,DSP,Disposal Facility Req. - Not Otherwise Spec.,TSCA 6-PCBS PCBS DSP Disposal Facility Req. - Not Otherwise Spec.,34,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
SDWA-1421-UIC,SDWA,1421,UIC Regulations,UIC,UIC/SDWA,SDWA 1421 UIC Regulations UIC UIC/SDWA,34,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
TSCA-409-L8I,TSCA,409,Lead: Violation of Section 1018,L8I,Failure to include information in contract/lease,TSCA 409 Lead: Violation of Section 1018 L8I Failure to include information in contract/lease,34,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CWA-301/402-404PMT,CWA,301/402,NPDES Permit Violations,404PMT,Discharge Without Or In Violation Of A 404 Permit,CWA 301/402 NPDES Permit Violations 404PMT Discharge Without Or In Violation Of A 404 Permit,34,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
RCRA-9003-GFR,RCRA,9003,"UST Release Detection, Prevention, Correction Regulations",GFR,General Facility Requirements,"RCRA 9003 UST Release Detection, Prevention, Correction Regulations GFR General Facility Requirements",34,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
RCRA-3002-OTHER,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,OTHER,Other/Miscellaneous,RCRA 3002 Standards Applicable to Generators of Hazardous Waste OTHER Other/Miscellaneous,32,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
TSCA-15-DSP,TSCA,15,Prohibited Acts,DSP,Disposal Facility Req. - Not Otherwise Spec.,TSCA 15 Prohibited Acts DSP Disposal Facility Req. - Not Otherwise Spec.,32,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
TSCA-402-LEAD,TSCA,402,"Lead-Based Paint Activities, Training and/or Certification",LEAD,Lead Paint Rule,"TSCA 402 Lead-Based Paint Activities, Training and/or Certification LEAD Lead Paint Rule",32,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
FIFRA-14-FIFRA,FIFRA,14,"Fed. Insect, Fung & Rod Act",FIFRA,FIFRA,"FIFRA 14 Fed. Insect, Fung & Rod Act FIFRA FIFRA",32,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
FIFRA-12A2L-FIFRA,FIFRA,12A2L,Establishment Registration,FIFRA,FIFRA,FIFRA 12A2L Establishment Registration FIFRA FIFRA,32,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
EPCRA-313-2NA,EPCRA,313,Toxic Chemical Release Reporting (TRI),2NA,Failure To File Reports,EPCRA 313 Toxic Chemical Release Reporting (TRI) 2NA Failure To File Reports,32,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,https://www.epa.gov/toxics-release-inventory-tri-program,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapII-sec11023,,,
RCRA-3002-RMISW,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,RMISW,RCRA Misidentified Waste,RCRA 3002 Standards Applicable to Generators of Hazardous Waste RMISW RCRA Misidentified Waste,31,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
SDWA-1414G-SWTR,SDWA,1414G,PWS - Violation of 1414(g) AO,SWTR,Violation Of Surface Water Treatment Rule,SDWA 1414G PWS - Violation of 1414(g) AO SWTR Violation Of Surface Water Treatment Rule,31,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CAA-112[R][7]-REC,CAA,112[R][7],Prevention of Accidental Release/Risk Management Plans (RMPs),REC,Violation Of Req. To Monitior/Maintain Records,CAA 112[R][7] Prevention of Accidental Release/Risk Management Plans (RMPs) REC Violation Of Req. To Monitior/Maintain Records,31,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,,,
RCRA-9003-LDT,RCRA,9003,"UST Release Detection, Prevention, Correction Regulations",LDT,Land Disposal & Treatment,"RCRA 9003 UST Release Detection, Prevention, Correction Regulations LDT Land Disposal & Treatment",31,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
SDWA-1412/1414-TRT,SDWA,1412/1414,National Drinking Water Regulations,TRT,RCRA Treatment Facility Requirements,SDWA 1412/1414 National Drinking Water Regulations TRT RCRA Treatment Facility Requirements,30,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CAA-111-EMIS,CAA,111,New Source Performance Standards,EMIS,Air Emissions Not Otherwise Specified,CAA 111 New Source Performance Standards EMIS Air Emissions Not Otherwise Specified,30,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7411,,,
CAA-112-NONOTE,CAA,112,Hazardous Air Pollutants,NONOTE,Failure To Notify,CAA 112 Hazardous Air Pollutants NONOTE Failure To Notify,30,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,,,
CWA-301A-EFF,CWA,301A,Clean Water Act,EFF,"Effluent Limit Violations,Not Otherwise Specified","CWA 301A Clean Water Act EFF Effluent Limit Violations,Not Otherwise Specified",30,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
CAA-110-PRMTVL,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,PRMTVL,Violation Of A Permit Requirement,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards PRMTVL Violation Of A Permit Requirement,29,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
FIFRA-12A2N-FIFRA,FIFRA,12A2N,Failure to File Reports,FIFRA,FIFRA,FIFRA 12A2N Failure to File Reports FIFRA FIFRA,29,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CERCLA-122A-OTHER,CERCLA,122A,Agreement to Perform Work Under 104B,OTHER,Other/Miscellaneous,CERCLA 122A Agreement to Perform Work Under 104B OTHER Other/Miscellaneous,29,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
SDWA-1445-PWSMR,SDWA,1445,Record keeping and/or Access,PWSMR,PWS Monitoring/Reporting,SDWA 1445 Record keeping and/or Access PWSMR PWS Monitoring/Reporting,29,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CWA-309-NOPRMT,CWA,309,Violation of Existing AO,NOPRMT,"Discharge, Emission Or Activity WO Required Permit","CWA 309 Violation of Existing AO NOPRMT Discharge, Emission Or Activity WO Required Permit",29,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1319,,,
RCRA-3008A-STR,RCRA,3008A,Compliance Order: Injunctive & Penalty,STR,Violation Of Storage Facility Requirements,RCRA 3008A Compliance Order: Injunctive & Penalty STR Violation Of Storage Facility Requirements,29,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6928,,,
CAA-113A-STRAT,CAA,113A,Violation of Existing Administrative Order,STRAT,Stratosperic Ozone Protection Violation,CAA 113A Violation of Existing Administrative Order STRAT Stratosperic Ozone Protection Violation,29,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7413,,,
FIFRA-12A2G-LBLMRK,FIFRA,12A2G,Misuse,LBLMRK,Labeling/Marking Requirements,FIFRA 12A2G Misuse LBLMRK Labeling/Marking Requirements,28,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
FIFRA-12A1E-1EA,FIFRA,12A1E,Adulterated/Misbranded,1EA,Misbranded - False Claim On Label,FIFRA 12A1E Adulterated/Misbranded 1EA Misbranded - False Claim On Label,28,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
TSCA-406B-L4N,TSCA,406B,Lead: Pre-Renovation Education Rule,L4N,Lead-Based Paint,TSCA 406B Lead: Pre-Renovation Education Rule L4N Lead-Based Paint,28,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CWA-405-NOPRMT,CWA,405,Sewage Sludge Disposal,NOPRMT,"Discharge, Emission Or Activity WO Required Permit","CWA 405 Sewage Sludge Disposal NOPRMT Discharge, Emission Or Activity WO Required Permit",28,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1345,,,
CAA-608-EMIS,CAA,608,National Recycling & Emission Reduction Program,EMIS,Air Emissions Not Otherwise Specified,CAA 608 National Recycling & Emission Reduction Program EMIS Air Emissions Not Otherwise Specified,28,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapVI-sec7671g,,,
CERCLA-104000-ACORD,CERCLA,1.04E+05,Entry Access,ACORD,CERCLA 104E Access Order,CERCLA 104E3 Entry Access ACORD CERCLA 104E Access Order,27,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
SDWA-1433-NORPTG,SDWA,1433,Intentional Acts,NORPTG,Failure To Report Information As Required,SDWA 1433 Intentional Acts NORPTG Failure To Report Information As Required,27,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
RCRA-3004-GFR,RCRA,3004,"Hazardous Waste Treatment, Storage, and Disposal Standards",GFR,General Facility Requirements,"RCRA 3004 Hazardous Waste Treatment, Storage, and Disposal Standards GFR General Facility Requirements",27,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6924,,,
CAA-113-OTHER,CAA,113,Clean Air Act,OTHER,Other/Miscellaneous,CAA 113 Clean Air Act OTHER Other/Miscellaneous,27,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7413,,,
RCRA-3008A-PRMTVL,RCRA,3008A,Compliance Order: Injunctive & Penalty,PRMTVL,Violation Of A Permit Requirement,RCRA 3008A Compliance Order: Injunctive & Penalty PRMTVL Violation Of A Permit Requirement,27,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6928,,,
